date,year_number,year_name,quarter_number,quarter_name,month_number,month_name,week_number,week_name,week_day_number,week_day_name,business_day
2022-11-10 00:00:00,2022,FY22,4,Q4,11,November,46,W46,5,Thursday,t
2022-11-11 00:00:00,2022,FY22,4,Q4,11,November,46,W46,6,Friday,f
2022-11-12 00:00:00,2022,FY22,4,Q4,11,November,46,W46,7,Saturday,f
2022-11-13 00:00:00,2022,FY22,4,Q4,11,November,47,W47,1,Sunday,f
2022-11-14 00:00:00,2022,FY22,4,Q4,11,November,47,W47,2,Monday,t
2022-11-15 00:00:00,2022,FY22,4,Q4,11,November,47,W47,3,Tuesday,t
2022-11-16 00:00:00,2022,FY22,4,Q4,11,November,47,W47,4,Wednesday,t
2022-11-17 00:00:00,2022,FY22,4,Q4,11,November,47,W47,5,Thursday,t
2022-11-18 00:00:00,2022,FY22,4,Q4,11,November,47,W47,6,Friday,t
2022-11-19 00:00:00,2022,FY22,4,Q4,11,November,47,W47,7,Saturday,f
2022-11-20 00:00:00,2022,FY22,4,Q4,11,November,48,W48,1,Sunday,f
2022-11-21 00:00:00,2022,FY22,4,Q4,11,November,48,W48,2,Monday,t
2022-11-22 00:00:00,2022,FY22,4,Q4,11,November,48,W48,3,Tuesday,t
2022-11-23 00:00:00,2022,FY22,4,Q4,11,November,48,W48,4,Wednesday,t
2022-11-24 00:00:00,2022,FY22,4,Q4,11,November,48,W48,5,Thursday,t
2022-11-25 00:00:00,2022,FY22,4,Q4,11,November,48,W48,6,Friday,t
2022-11-26 00:00:00,2022,FY22,4,Q4,11,November,48,W48,7,Saturday,f
2022-11-27 00:00:00,2022,FY22,4,Q4,11,November,49,W49,1,Sunday,f
2022-11-28 00:00:00,2022,FY22,4,Q4,11,November,49,W49,2,Monday,t
2022-11-29 00:00:00,2022,FY22,4,Q4,11,November,49,W49,3,Tuesday,t
2022-11-30 00:00:00,2022,FY22,4,Q4,11,November,49,W49,4,Wednesday,t
2022-12-01 00:00:00,2022,FY22,4,Q4,12,December,49,W49,5,Thursday,t
2022-12-02 00:00:00,2022,FY22,4,Q4,12,December,49,W49,6,Friday,t
2022-12-03 00:00:00,2022,FY22,4,Q4,12,December,49,W49,7,Saturday,f
2022-12-04 00:00:00,2022,FY22,4,Q4,12,December,50,W50,1,Sunday,f
2022-12-05 00:00:00,2022,FY22,4,Q4,12,December,50,W50,2,Monday,t
2022-12-06 00:00:00,2022,FY22,4,Q4,12,December,50,W50,3,Tuesday,t
2022-12-07 00:00:00,2022,FY22,4,Q4,12,December,50,W50,4,Wednesday,t
2022-12-08 00:00:00,2022,FY22,4,Q4,12,December,50,W50,5,Thursday,t
2022-12-09 00:00:00,2022,FY22,4,Q4,12,December,50,W50,6,Friday,t
2022-12-10 00:00:00,2022,FY22,4,Q4,12,December,50,W50,7,Saturday,f
2022-12-11 00:00:00,2022,FY22,4,Q4,12,December,51,W51,1,Sunday,f
2022-12-12 00:00:00,2022,FY22,4,Q4,12,December,51,W51,2,Monday,t
2022-12-13 00:00:00,2022,FY22,4,Q4,12,December,51,W51,3,Tuesday,t
2022-12-14 00:00:00,2022,FY22,4,Q4,12,December,51,W51,4,Wednesday,t
2022-12-15 00:00:00,2022,FY22,4,Q4,12,December,51,W51,5,Thursday,t
2022-12-16 00:00:00,2022,FY22,4,Q4,12,December,51,W51,6,Friday,t
2022-12-17 00:00:00,2022,FY22,4,Q4,12,December,51,W51,7,Saturday,f
2022-12-18 00:00:00,2022,FY22,4,Q4,12,December,52,W52,1,Sunday,f
2022-12-19 00:00:00,2022,FY22,4,Q4,12,December,52,W52,2,Monday,t
2022-12-20 00:00:00,2022,FY22,4,Q4,12,December,52,W52,3,Tuesday,t
2022-12-21 00:00:00,2022,FY22,4,Q4,12,December,52,W52,4,Wednesday,t
2022-12-22 00:00:00,2022,FY22,4,Q4,12,December,52,W52,5,Thursday,t
2022-12-23 00:00:00,2022,FY22,4,Q4,12,December,52,W52,6,Friday,t
2022-12-24 00:00:00,2022,FY22,4,Q4,12,December,52,W52,7,Saturday,f
2022-12-25 00:00:00,2022,FY22,4,Q4,12,December,53,W53,1,Sunday,f
2022-12-26 00:00:00,2022,FY22,4,Q4,12,December,53,W53,2,Monday,f
2022-12-27 00:00:00,2022,FY22,4,Q4,12,December,53,W53,3,Tuesday,t
2022-12-28 00:00:00,2022,FY22,4,Q4,12,December,53,W53,4,Wednesday,t
2022-12-29 00:00:00,2022,FY22,4,Q4,12,December,53,W53,5,Thursday,t
2022-12-30 00:00:00,2022,FY22,4,Q4,12,December,53,W53,6,Friday,t
2022-12-31 00:00:00,2022,FY22,4,Q4,12,December,53,W53,7,Saturday,f
